язык	tshey-mil, bzouy-g	бзёгу	бзыгуы	бзэгуы, сы	бзэгу	бзэгуы	бзыгу	бзэгу	бзэгу	бзэгу	бзыгуы	bzegʷə	bzegu 	bzegu` 	bzegʷ	бзэгу	бзэгу	бзэгу	бзэгу	бзэгу	бзэгу	бзэгу	бзэгу	бзэгу
десна		цѐлле́	жьашъо	жьашъо, сы	цэлы		цэлы	цэлы	жашъо	цэл, жашъо	жашъо	celə	śel 	źel 	ʒel	дзэл		дзэл	дзэл	дзэл	дзэл	дзэл	дзэл	дзэл
зуб	tsey	цее	цэ	цэ, с	цэ	ц:э	цэ	цэ	цэ	цэ	цэ	ce	śe 	źe 	ʒe	дзэ	дзэ	дзэ	дзэ	дзэ	дзэ	дзэ	дзэ	дзэ
клык		коаце				ц:э		хьацэ				hace			ʒe	дзэ								
коренной зуб						ц:эшъхьал		цэшъхьал				ceŝhalxer			ʒe	дзэшхьал								
горло		кiй, cкiй	кьии	кьийи п,  нэрыгъ, у	чии	кьий	кьии	чhый	чии	чыи	чии	čʼəj	çiy 	giy 	temaq	тэмакъ		тэмакъ	тэмакъ	тэмакъ	тэмакъ	тэмакъ	тэмакъ	тэмакъ
зоб												neʁʷə			žeʁʷə	жэгъу								
кадык						нэрыгъ	тыкъын	тыкъын		тыкъын		təqən			qʷərmaqje	къурмакъе		къурмакъе						
шея	psáhták	псе, псетоке	пшъэ, пшъэтыкъ	пшъэ с, пшъэтыкъ, с	пшъэты	пшъэт:ыкъ	пшъэ	пшъэ	пшъэтыкъ		пшъэ	pŝe	pşe	pṩe 	pŝe	пшъэ	пшъэ	пшъэ	пшъэ	пшъэ	пшъэ	пшъэ	пшъэ	пшъэ
тело	wetshooz, édshooz	чисвюё	пкъы	пкъы, с		кIышъуы	пкъы	пкъыгъо				pqəʁʷe	pkı 	pkı 	pqə	(аплэ)пкъы, хьадэ		пкъы	пкъэ	пкъы	Iэплъэпкъ	Iэплъэпкъ	Iаплъапкъ	Iапкълъапкъ, п1къэ
туловище		тлепко, эцко	пкъы	пкъы, с		пкъы		пкъы				pqə	pkı 	ṕkı 	pqə									
труп	khâhdey	хаде	хьадэ	хьадэ	хьадэ	хьадэ	хьадэ	хьадэ	хьадэ	хьадэ	хьадэ	hade	hade	hade	hade			хьадэ	хьадэ	хьадэ	хьэдэ	хьадэ	хьадэ	хьадэ
фигура						пкъы						pqə, tjepɬe												
спина	tsheeb	чибе, эчибе, тхице	кIыбы	кIыбы, с	кIыбы	кIыбы, тхы	кIыбы	кIыбы	кIыбы	к1ыб	кIыбы	č̣ʼəb, txə, txəc̣e	txıše, ćıbı, ibı 	txıše, ş`ıbağ, ş`ıb	č̣əb	кIыб		кIыб, плIэIу	тхыцIэ, шIыбыку	тхыцIэ, шIыб	шIыб, тхыцIэ	шIыб, тхы, 	бгы, шIыб, тхы	шIуб, шIыбыку, тхы (скотины)
лопаточная часть спины															pɬ̣eʔʷ	тхы		плIэIу			блэгъукIэ	плIэIу (верхняя часть спины), блэгъукIэ (конец лопатки) 	плIэIу (верхняя часть спины)	пIлIэIу
место между поясницей и ягодицами															šxʷəẑ									
поясница		вгюё	бгы	бгы, сы	бгы	бгы	бгы	бгы	пкъы, бгы	бгы [ɡ]	бгы	č̣ʼenṭəʔʷə	bǵı, hanśe pamš, ĺerıṫ 	bǵı 	bgə	бгы		бгы	бгы		бгы	бгы	бгы, тхы	бгы
лопатка		блегвуо	блыпкъы	блэбгъы, сы				блэгъу, блэбгъу	блыпкъы	блыпкъы		blebʁʷə			pɬ̣eʔʷ	плIэIу			плIэIу					
плечо	éh, stâhmey	тамасха, плёку	тамэ, Iалыгян	тамэ, с	тамэ	т:амэ, Iалэгьен	тамэ	тамэ	тамэ	тамэ	тамэ	tame, bləpq	pĺ`eu 	pĺ`eu` 	dame	дамэ, IафракIэ		дамэ	дамэ	дамэ, блэгъу	дамэ	дамэ	дамэ	дамэ
подмышка			блыгу	блыгукIэгъу, сы		блыгуы	блыгу	блэгучI		блэгучIэ		bləgʷə			blegʷəč̣e	блэгукIэ		блэгучIэ	блыгуышIэ	блэгъукIэ	блэгушIэ	блэгъукIэ	блэгушIэ	блэгушIэ
бок	plánook	чит͡ле́нокуо	бгъу			бгъуы						bʁʷə ɬenəqʷə	bğunce 	bğu 	ǯʼabe	джьабэ		джабэ	джабэ	блэгъукIэ	джабэ	джабэ	джабэ	джабэ
грудь		бго	бгъэгу	бгъэгу, бгъэ, сы	бгъэ	губгъэ	бгъэ	бгъэ	бгъэгу	бгъэ	бгъэ	bʁe	bğe 	bğe, bğa 	bʁe	бгъэ	бгъэ	бгъэ	бгъэ	бгъэ	бгъэ	бгъэ	бгъэ	бгъэ
женская грудь			бгъэ, быдзы	бгъэгу, бгъэ, сы	быдзы	быдзы	бгъэ, быдз	быдз	бгъэгу, быдз	быдз, бгъэ	бгъэ, быдзы	bəʒə	bıźı 	bıź 	bəʒ	бгъэ, быдз		бгъэ, быдз	бгъэ, быдз	бгъэ, быдзь	бгъэ, быдз	бгъэ	бгъэ	бгъэ, быдз (грубо)
вымя		чѐммѐбыдзе	быдзы	быдзы, сы	шъуколы	шхол	быдз, шхол	школ, чэм быдз	быдз	шхол, быдз	быдзы	šxʷel			šxʷel	шхол		шхол	быдз, шхуэл	быдз, шхол	шхол	быдз, шхол	быдз, щхол	быдз, шхол
пупок	neebinsh, neezâbtsee	небердже	ныбэпцIый	ныбэджь, ныбэпцIый, сы		ныбэпсый	ныбыдж	ныбыдж		ныбыдж			nıbebšiy 	nıbáfe	bənǯʼe	бынджэ		бынджэ	бынджэ	бынджэ	бынжьэ	бынжэ	бынджэ	бынжэ
ягодица												pxeč̣ʼ			pxeč̣, b pxeč̣									
член мужской 															ftə									
яичко															ge									
мошонка															gaf̣e									
влагалище															gʷəd									
хвост		ке	кIяпэ	кIье, с	кIапэ	кIье	кIяпэ	кIэ	кIапэ	кIэ	кIапэ	č̣ʼe	će 	q`e, će 	č̣ʼe	кIапэ	кIапэ	кIэ	кIэ, кIапэ	кIапэ, кIэ	кIэ, кIапэ	кIэ	кIэ	кIэ
рука	öyg, ey	эа	Iа	Iа (кисть, ладонь, нейтральное), Iалгьанэ (вся), с	Iа	Iэ	Iэ	Iэ	Iа	Iа	Iа	ʔe			ʔa	Iа	Iа	Iа	Iэ	Iа	Iэблэ	Iэ	Iа	Iа
локоть	s'shooltláġhá, s'shilt-láġhá	этохуо, тханокуо	IатэIуп(э)	Iэтэгъуп, с		IэтIэгъу	Iэтэгъу	Iэттэгъу		Iантэгъу		ʔenteʁʷə	anteğu, ateğu 	afraqe 	ʔendeʁʷəpe	Iэндэгъупэ		Iандагъупэ	Iадакъэ	Iандагъупэ	IэфракIэ			
лапа		тлакуо	лъакъо	лъакъо, с	лъакъо	лъакъо	лъакъо	лъакъо	лъакъо	лъакъо	лъакъо	ɬaqʷe, ɬape (hajwan)			ɬaqʷe	лъакъо		лъакъо	лъакъуэ	лъакъо	лъакъо	лъакъуэ	лъакъуэ	лъакъуэ
кисть руки			Iашъхьа	Iашъхьэ, с		Iапэ	Iашъхьэ	Iэхъуа(м)бэ		Iахъуамбэ		ʔethecʷə			ʔapŝe	Iапшъэ		Iапшъэ	Iапшъэ	Iапшъэ	Iэпшъэ	Iэпшъэ	Iэпшъэ	Iапшъэ
кулак	étzim		бжъымы	бжъымэ, си	бжъымы	бжъымы	бжъымы	Iэбжыб, бжъым	бжъымы	Iабжыб	бжъымы	ʔebžəm, bžəmə	amće, bjım, bjınṫıu` 	aşṫım 	ʔašʼeṭəm	IашытIым		IащэтIым	IащтIым	Iащтым	Iэщтым	Iэштым	IэщытIым	Iаштым
ладонь		ёгу	Iагу	Iагушъо		Iагушъ, Муслимет - Iэгу, кожьа ладони - Iэгушъу	Iэгу	Iэгушъо	IагукIэгъу	Iагушъо	Iагу	ʔegʷə	abjıb 	abĵıb 	ʔagʷ	Iагу		Iагу	Iагу	Iагу	Iэгу	Iэгу	Iэгу	Iагу
щепотка	yey-pesk														ʔapjəšʼ	Iагу								
горсть (одной руки)				Iабжьыб, с		Iабжьым М: Iабжьыб						ʔebžəb			ʔabžəb	IамычIэ, Iабжыб		Iабжыб						
горсть (двумя руками)		эбзибе				IабжьымитIкIу									ʔebžəbjəṭ									
нога		тлакуо	лъакъо	лъакъо, с	лъакъо	лъакъо	лъакъо	лъакъо	лъакъо	лъакъо	лъакъо	ɬaqʷe	Ĺako 	ĺakue 	ɬaqʷe	лъакъо	лъакъо	лъакъо	лъакъуэ	лъакъо	лъакъо	лъакъо	лъакъуэ	лъакъо
передняя нога животного															ɬaŝhe	лъэкъуапэ								
ступня	tlákó	тлёгу	лъэгукIэгъу	лъэгукIэгъу		М: лъэгу		лъэгучI	лъэгукIэгъу	лъэгу		ɬegʷə			ɬaqʷe, ɬaŝhe	лъэгу		лъэгу	лъэгу	лъэгу	лъэгу	лъэгу	лъэгу	лъэгу
голень								лъэкIапI		лъэнкIапI		ɬeč̣ʼaṗe	ĺećaṕe 	ĺenqaṕe 	ɬenč̣ʼaṗe	лъэкIампэ, лъашъхьэ		лъэнкIапIэ	лъэнкIапIэ	лъэнкIапIэ	лъэнкIапIэ	лъэнкIапIэ	лъашъхьэ, лъэнкIапIэ	лъапшъхьа
бедро		куу	ко	ко, куашъо		шъухужъ	кhо	кhо	ко	ко	ко	kʷe, kʷepq	ḱo 	ḱue 	šxʷəẑ	ко		кIуафэ	куэ	кIуафэ	ко	куэ	куэ	куэ
пятка (каблук)		тледаке	лъэдакъ			М: лъэдакъ	лъэдакъ	лъэдакъ	лъэдакъ	лъэдакъ	лъэдакъ	ɬedaqe	ĺedak 	ĺedake 	ɬedaqe	лъэдакъэ		 лъэдакъэ	лъэдакъэ	лъэдакъэ	лъэдакъэ	лъэдакъэ	лъэдакъэ	лъэдакъэ
колено	tleygûándshey	тлёкуанче	лъэгуаджь	лъэкуаджьэ, с	лъэкуадж	лъэкуаджь	лъэкуадж	лъэгуадж [дж]	лъэкуаджь	лъэгуандж	лъэгуаджь	ɬegʷanǯe	ĺegoánce, ĺeḱoáje 	ĺegoánĵe 	ɬegʷanǯe	лъэгуанджъэ	лъэгуанджъэ	лъэгуанджэ	лъэгуанджэ (джъ) 	лъэгуанджэ	лъэгуа(н)жэ	лъэгуанжъэ	лъэгуанжъэ	лъэгуанжъэ
палец руки		эпхомбе	Iэпхъаб	Iэпхъаб, с		Iапхьаб	Iэхъуаб	Iэхъуа(м)б	Iапхъаб	Iахъуамб	Iапхъабэ	ʔeχʷambe	aḣoámbe 	aḣoámbe 	ʔape	Iэхъуамбэ		Iапэ	Iахъуамбэ	Iапэ	Iэхъуамбэ, Iапэ - кончик	Iэхъуамбэ, Iапэ - кончик	Iэхъуамбэ, Iапэ - кончик	Iахъуамбэ, Iапэ - кончик
палец ноги	tlâkhey ep-khab		лъэпхъаб	лъэпхъаб, с		лъэпхьаб	лъэхъуаб	лъэхъуа(м)б	лъэпхъаб	лъэхъуамб	лъэпхъаб	ɬeχʷambe	ĺeḣoámbe 	ĺeḣoámbe 	ɬape	лъэхъуамбэ		лъапэ, лъэхъуамбэ	лъэхъуамбэ	лъапэ	лъэхъуамбэ	лъэхъуамбэ	лъэхъуамбэ	лъэхъуамбэ
мизинец		апхомбезiй	IапхъэбэжъыякIь	Iапхъабэжъый		IапхьабэжьыякIь, Iэпхьэбэжьые цIыкIу		Iэхъобэжъый				ʔeχʷembeẑəj, ɬeχʷembeẑəj						IахъуамбэцыкIу						
большой палец руки			Iапхъэбэху	Iапхъабофу		Iэпхьэбэфу		Iэхъобэшку				ʔeχʷembešxʷə						Iахъуамбэшхо						
большой палец ноги						лъэпхьэбэфу		лъэхъобэшку				ɬeχʷembešxʷə						лъахъуамбэшхо						
ноготь руки		апсане	Iабжъан	Iэбжъан	Iабжъан	Iэбжъан	Iэбжъан	Iэбжъанэ	Iабжъан	Iабжъан	Iабжъан	ʔebẑane	abjane 	abĵane 	ʔebẑane	Iэбжъанэ	Iэбжъанэ	Iэбжъанэ	Iабжъанэ	Iабжъанэ	Iэбжъанэ	Iэбжъанэ	Iабжъанэ	Iэбжъанэ
ноготь ноги			лъэбжъан	лъэбжъан	лъэбжъан	лъэбжъан	лъэбдъан	лъэбжъанэ	лъэбжъан	лъэбжъан	лъэбжъан	ɬebẑane	ĺebjan	ĺebĵane 		лъабжъэ	лъабжъэ	лъэбжъанэ	лъэбжъанэ		лъэбжъанэ	лъэбжъанэ	лъэбжъанэ	лъэбжъанэ
копыто		сшётлябзе	лъабжъэ	лъэбжъан		М: лъабжъэ	лъабжъэ	лъэдакъэ, лъабжъэ				ɬabẑe			ɬabẑe			лъабжъэ	лъабжъэ	лъабжъэ		лъэбжъанэ		лъэбжъанэ
сердце	ghey	гуу	гу	гу, сы	гу	гу	гу	гу	гу	гу	гу	gʷə	gu	gu	gʷə	гу	гу	гу	гуы	гу	гу	гу	гу	гу
легкое		таабёль	тхьабы	тхьабы, с	тхьабы	тхьабэ	тхьабэ	тхьабыл			тхьабы	thembəl, žʼen	thabıl 	thambıl 	thambəl	тхьамбыл (редко)			тхьамбыл	тхьамбыл	тхьамбыл	тхьамбыл	тхьамбыл	тхьамбыл
печень		гузюётабе	шIубзы	шъубзы, си	шIубзы	шъубзы	шIу	шIу	тхьабы, шIубзы		шIубзы	thamṣ̂əʁʷə, ṣ̂wə	şü`ı 	ḟı 	gʷəẑeẑje	тхьамкIогъу (редко), чэ	тхьамкIогъу (редко), чэ				тхьамшIыгъу	тхьамшIыгъу	тхьампшIыгъу	тхьамшIогъу
селезенка				жъэжъый, си			чhэ	чhэ				čʼe			čʼe	зэз							чэ	
почка		зезiашь						жъэжъый				ẑeẑəj				гужъэжъе					жъэжъе	гужъэжъей	жъэжъе	
желудок 		нѐберь		ныбэ, сы		ныбэ		нэгъу				neʁʷə, nəbe												
живот	sigh-wûh, see-ghey	не́бе́	ныбэ	ныбэ, сы	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ	nəbe	nıbe 	nıbe 	nəbe	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ	ныбэ
желудок у птиц				нэрыгъ, сы		шъунэрыгъ		нэгъу								шхьалэ, нэгъу, ныбапхъэ								
грудка у птиц				бгъэлыб, си		губгъэ		бгъэлыб								ныбажэ								
понос		небатче		ныбач		ныбач		ныбачъ				nəbač			nəbaže	лъатэ		ныбаджэ	ныбажьэ					
сычуг												ǯʼeneẑ			ɬate			лъатэ						
кишка		кетей	ныпцIэ	ныпцIэ, кIэтэй (апендицит)		ныпсIэ	ныпцIэ	кIэтIэй		кIэтIый		č̣ʼeṭəj	ćeṫiy 	qeṫi 	č̣ʼeṭjə	кIэтIый								
пищевод												šxənər (ḳʷec̣əm) zerəḳʷerer			neʁʷ			neʁʷ						
жила		феерь, фее	шъоласкь	?фы								fe			xʷe	хо			хуэ					
вена	péh		лъытфэ	лъытфэ, с		лъытфэ	лъытфэ	лъытфэ		лъынтфэ	лъынтфэ	ɬəntf	ĺıntfe 	ĺıntxue 	ɬəntxʷe	лъынтхо			лъынтхуэ					
кость	psháh, kutshá	пкусха	къушъхьа	къупшъхьа	къупшъхьа	пкъушъхьа, М: къупшъхьа	къушъхьа	къупшъхьэ	къупшъхьа	къупшъхьа	къупшъхьа	qʷəpŝhe	kupşha, kumışha 	kupṩha  	qʷəpŝhe	къумшъхьэ	къумшъхьэ	къумшъхьа	къупшъхьа	къумшъхьа	къупшъхьа	къумшъхьа	къумпшъхьа	къупшъхьа
крестец												šxʷəẑ zerətəṗ												
позвоночник						тхы, М: тхыцIэ						txəqʷəpŝh	txıbziy 	txıśekupṩha, txıbziy 	haləʁʷane									
ребро		цягге	цагэ	цагэ, с		ц:агэ	цагэ	цагэ		цагэ [ɡ]	цагэ	cegenaɬ	śaǵe 	źaje 	ʒage	дзагэ		дзагэ	дзажьэ	дзажьэ	дзажьэ	дзажэ	дзажьэ	дзажэ
сустав 			заритыпI	къупшъхьазэрит		зэритыпкI	зэрытыпI	зэрытыпI				qʷəpŝhe zerətəṗ	ceguriy 	cegurey 	zerətəṗe	зэрытыпIэ		зэрытыпIэ						
хрящ		сюёляске				шъоласкь						qʷəpŝhe ŝab	asmıj, şölaçe 	asmıj	qʷəpŝhe ŝabe				къупшъхьэ шъабэ					
кожа	shooway	сюё, чисюё	кIышъо	шъо, с	шъо	шъо	шъо	кIышъо, шъо	шъо	шъо	шъо	č̣ʼəŝʷə	şö 	fe 	fe	фэ	фэ	фэ	фэ, шъыфэ	фэ	фэ	фэ	фэ	фэ
шкура	shéh		шъо	шъо, с		шъо	шъо	шъо				ŝʷe	şö 	fe 	fe	фэ		фэ	фэ	фэ	фэ	фэ	фэ	фэ
шерсть	see	це, пааце (о лошаде)	цы	цы, с	цы	цы	цhы	цhы				cə	śı 	śı 	cə			цы	цы	цы	цы	цы	цы	цы
волос	shâtzey, s-khâtsee	схаце	шъхьацы	шъхьацы, с	шъхьацы	шъхьацы	шъхьацhы	шъхьацh	шъхьацы	шъхьац	шъхьацы	ŝhacə	şhaś 	ṩhaś 	ŝhac	шъхьац	шъхьац	шхьац	шъхьац	шъхьац	шъхьац	шъхьац	шъхьац	шъхьац
коса женская		схацеблаге	щхьацыблягъ	шъхьацыблагъ, с		шъхьацыблагъ		шъхьац благъ				ŝhac blaʁ						шхьац бла						
половина пробора						шъхьацызэгохыгъ																		
петушиный гребень			сыгь	сыгье		сыгьи	сыгьи	сыдж, сындж		сыдж		ateqe səǯʼ			adaqe səǯʼ	адакъэ сыдж		адакъэ сыдж	сыдж					
борода	sháġhâ, shákey	жíайке	жьакIье	жьакIэ, сы		жьакIье	жьакIэ, жьакIье	жакIэ		жакIэ		žač̣ʼe	jaće 	ĵaqe 	žač̣ʼe	жакIэ		жакIэ	жъакIэ	жъакIэ	жъакIэ	жъакIэ	жъакIэ, жьакIэ	жъакIэ
ус	pádshey, beeyíck	пааче	пакIэ	пакIэ, с		пакIэ	пhакIэ	пhакIэ		пакIэ		pač̣ʼe			pač̣ʼe	жакIэ		пакIэ	пашIэ	пашIэ	пашIэ	пашIэ	пашIэ	пашIуэ
перо		це, бзуце	бзыи	бзые, бзие	цы	бзыи	цhы, къамзи	къамзый		къэмзый		qamzəj	kamziy 	kabziy 	qamzjə	кабзи	кабзи	къабзи	цы	къабзи	къабзи	къабзи (у водоплавующей), а так цы	цы, къазбзи (гуся)	къабзи (большое перо), а так цы
крыло	bzee	тамё	тамэ	тамэ, с		т:амэ	тамэ	тамэ		тамэ	тамэ	tame	tame	dame	dame	дамэ		дамэ	дамэ	дамэ	дамэ	дамэ	дамэ	дамэ
рог		бзе	бжъэ	бжъэ	бжъэ	бжъэ	бжъэ	бжъакъо	бжъакъо	бжъакъо	бжъакъо	bẑe, bẑaqʷe	bje 	bĵákue, bĵe 	bẑaqʷe	бжъакъо	бжъакъо	бжъакъо	бжъакъуэ	бжъакъо	бжъакъо	бжъакъуэ	бжъакъуэ	бжъакъуэ
прыщ								фэкъуад				qəxečəʁ, qəxjəwətəʁ (č̣ʼəŝʷem)	şınıstır 	feḣuge 	šʼənstərc̣əč̣ʼ									
черные типа прыщиков						фэкъуард																		
нарыв		коресюе	чыны	чыны		х'ины		щыны				šʼənə			šʼən			чын						
фурункул						х'иныкье		щыны				šʼənə												
рана		ууага, сюебже	бзыгъэ (от режьущего), уIагъ (раненый)	бзыгъэ сы, уIагъэ сы		бзыгъэ		уIагъ				wəʔaʁe	wua, yeğa, begu 	wuağa, tewda, begu`	wəʔaʁe	уIагъэ		уIа	уыIагъэ	уIагъэ	уIагъэ	уIагъэ	уIагъэ	уIагъэ
рана-ушиб			укIэкIыгъ	укIэкIыгъ		уIагъэ																		
метка (на ухе овцы), тавро		тамёгга	тамыгъэ	тамыгъэ											daməʁe, dərqʷe	дамыгъэ			тхьабзэ, дэмыгъэ	дамыгъэ	дамыгъэ	дэмыгъэ	дэмыгъэ	дэмыгъэ
мозг (и головной, и костный)	sâhtsook, éshkhákátz	схакуце	кIуцIы, шъхьакIуцI	куцIы (костный), шъхьакуцI (головной)		куцIы (к - аспир.)	акъыл (головной мозг), кhуцIы	акъыл (головной мозг), куцIэ (костный мозг)				kʷəc̣ə	şhaḱuś 	ṩhaḱuš 	kʷəmc̣	кумцI		акъылъ, кумцI	куыцI	акъыл (головной мозг), куцI (костный)	шъхьэкуцI	шъхьэкумцI, кумцI	шъхьэкумцI, кумцI	акъыл, шъхьэкуцI, куцI
кровь	kleeh, klêh	тлее	лъы	лъы	лъы	лъы	лъы	лъы	лъы	лъы	лъы	ɬə	ĺı 	ĺı 	ɬə	лъы	лъы	лъы	лъы	лъы	лъы	лъы	лъы	лъы
пот	s'shád		пкIатIэ	пкIатIэ		пкIатIэ	пкIатIэ	пкIатIэ		пIкIантIэ	пкIатIэ	pč̣ʼanṭ, pč̣ʼenṭeps	pćanṫe, pş`aṫe 	ṕş`anṫe 	pč̣ʼanṭe	пкIантIэпс		пкIантIэ	пшIантIэ	пшIантIэ	пшIэнтIэпс	пшIэнтIэпс	пшIэнтIэпс	пшIонтIэпс
гной		шине́	чыны	чыны		х'ины	щhыны	щыны		щыны	чыны, шыны	šʼənə	şın, şını 	şın 	šʼən	щын		чынгъэ	щын	щын	щын	шын	щын	шын
выделения из глаз			нэкIьетIыргъ	нэкIьетIэрыгъ		нэкIьетIэрыгъ									nec̣ač̣ʼe	нэцIакIэ		нэцIакIэ	нэцIакIэ	нэцIакIэ	нэцIакIэ	нэкIацIэ	нэкIацIэ	нэцIакIэ
слеза, слезы	neypsee	непсе	нэпсы	нэпсы		нэпсы	нэпсы	нэпсы		нэпс	нэпсы	neps	nepsı 	neps 	neps	нэпс		нэпс	нэпс	нэпс	нэпс	нэпс	нэпс	нэпс
слюна			Iупсы	кIъупсы	Iупсын	кIъупсы	Iупсы	Iупсы		Iупс	Iупсы	ʔʷəpsə	upsı 	ups 	ʔʷəps	Iупс		Iупс	Iупс	Iупс	Iупс	Iупс	Iупс	Iупс
плевок			жъуытхэпс	жъуытхэпс		жъут:хэпс						qewəẑʷəntxəʁe ʔʷəps ʔʷəẑʷə			wəvəntxa									
сопля		непсе	пэпсы	пэпсы		пэпсы	пэпсы	пэщын		пэщын			pepsı, peşın 	peşın 	pešʼən	пэщын		пэчын	пэщын	пэщын	пэщын	пэшын, пэпс	пэщын, пэпс	пэшын, пэпс
козявка			пэцуий	пэцуий		пэцуий									pavje	пэве		паве	пэве	паве	паве			
желчь		зезе										zezə			zez	идыдж		зэз	зэз	зэз	сэхуран [sexʷran]	зэз	зэз	зэз
моча						гъутхьапс									ʁʷətheps	гъутхьэпс								
сперма													ǵeps 	ǵeps 	šʼenewat									
кал															hje									
кал жидкий															nəbaže									
помет животных						чъуй									venvje									
куриный помет															ǯʼedvje									
